1.500,0.000,-0.000,-0.000,0.000,-0.000
0.000,0.500,-0.000,-0.000,0.000,-0.000
0.000,0.000,-2.250,-0.000,0.000,-0.000
0.000,0.000,-0.000,-1.250,0.000,-0.000
0.000,0.000,-0.000,-0.000,1.000,-0.000
0.000,0.000,-0.000,-0.000,0.000,-1.500
