0.000000000000000000e+00 -3.999999999999989342e+00 -1.999999999999998224e+00 -1.999999999999994671e+00 -1.999999999999992450e+00 -1.999999999999992006e+00 -3.682547781676219239e-15 -1.767382615677545787e-15 -1.716447416841822741e-17 1.318730640173845534e-16 2.664535259100375697e-15 5.095267809940261202e-15 1.999999999999998890e+00 1.999999999999999778e+00 2.000000000000000444e+00 2.000000000000003109e+00 4.000000000000000000e+00
1.000000000000000021e-02 -3.999130813183495281e+00 -2.000870037848046401e+00 -1.999130529341676787e+00 -1.999130529341675455e+00 -1.999130529341671680e+00 -1.739130064771998718e-03 4.110960224935315337e-11 4.111111452068386556e-11 4.111679923253104550e-11 8.695652173929691725e-04 8.695652173960756286e-04 1.998261342319201717e+00 2.000000094517954796e+00 2.000000094517955240e+00 2.000000094517956128e+00 3.999130812690131265e+00
2.000000000000000042e-02 -3.998262384487341503e+00 -2.001741021118949249e+00 -1.998261247966057974e+00 -1.998261247966057086e+00 -1.998261247966049314e+00 -3.478257908173798540e-03 3.290411187332120882e-10 3.290432389222310096e-10 3.290473762045751566e-10 1.739130434783581723e-03 1.739130434784447784e-03 1.996523630801736893e+00 2.000000378071796536e+00 2.000000378071797424e+00 2.000000378071797424e+00 3.998262380538791128e+00
2.999999999999999889e-02 -3.997394715894739825e+00 -2.002612950050786544e+00 -1.997392156120275875e+00 -1.997392156120274542e+00 -1.997392156120271434e+00 -5.217381305322010832e-03 1.111004145622342308e-09 1.111005287814073054e-09 1.111014211906286743e-09 2.608695652175308834e-03 2.608695652179616152e-03 1.994786866427367578e+00 2.000000850661443508e+00 2.000000850661444840e+00 2.000000850661446172e+00 3.997394702562591107e+00
4.000000000000000083e-02 -3.996527809396025255e+00 -2.003485824875924415e+00 -1.996523254051839169e+00 -1.996523254051838947e+00 -1.996523254051831175e+00 -6.956498027490098934e-03 2.634641395838022493e-09 2.634641844523760029e-09 2.634648583848679565e-09 3.478260869565738805e-03 3.478260869570352302e-03 1.993051050171532168e+00 2.000001512286762928e+00 2.000001512286762928e+00 2.000001512286763372e+00 3.996527777780061186e+00
5.000000000000000278e-02 -3.995661666988704397e+00 -2.004359645820979807e+00 -1.995654542008641563e+00 -1.995654542008630683e+00 -1.995654542008625798e+00 -8.695605842131914898e-03 5.148021182711996483e-09 5.148023126165702144e-09 5.148030227577772024e-09 4.347826086958027532e-03 4.347826086962261125e-03 1.991316183005346296e+00 2.000002362947565171e+00 2.000002362947566059e+00 2.000002362947566947e+00 3.995661605211666689e+00
5.999999999999999778e-02 -3.994796290677478101e+00 -2.005234413106774749e+00 -1.994786020238927371e+00 -1.994786020238912938e+00 -1.994786020238904722e+00 -1.043470251289324580e-02 8.899652264709884630e-09 8.899654357986591059e-09 8.899659437983191642e-09 5.217391304349811888e-03 5.217391304353009851e-03 1.989582265895603719e+00 2.000003402643611761e+00 2.000003402643612649e+00 2.000003402643612649e+00 3.994796183879781637e+00
7.000000000000000666e-02 -3.993931682474282319e+00 -2.006110126948299044e+00 -1.993917688991343029e+00 -1.993917688991335480e+00 -1.993917688991327708e+00 -1.217378579962558049e-02 1.413846724300571791e-08 1.413846788182875856e-08 1.413847702099828967e-08 6.086956521740482552e-03 6.086956521744503641e-03 1.987849299804784309e+00 2.000004631374606934e+00 2.000004631374607822e+00 2.000004631374608266e+00 3.993931512808702955e+00
8.000000000000000167e-02 -3.993067844398309862e+00 -2.006986787554668972e+00 -1.993049548514906455e+00 -1.993049548514904679e+00 -1.993049548514898239e+00 -1.391285345839676779e-02 2.111382979428932208e-08 2.111383287113254906e-08 2.111383659573279081e-08 6.956521739126947379e-03 6.956521739136106719e-03 1.986117285691063827e+00 2.000006049140206077e+00 2.000006049140206521e+00 2.000006049140206965e+00 3.993067591024636265e+00
8.999999999999999667e-02 -3.992204778476048155e+00 -2.007864395129082880e+00 -1.992181599059030139e+00 -1.992181599059020591e+00 -1.992181599059017705e+00 -1.565190324150611545e-02 3.007553711068141679e-08 3.007553898623313983e-08 3.007554758925299701e-08 7.826086956523228139e-03 7.826086956526019309e-03 1.984386224508319252e+00 2.000007655940006401e+00 2.000007655940007290e+00 2.000007655940008178e+00 3.992204417555688778e+00
