0.000000000000000000e+00 -3.999999999999989342e+00 -1.999999999999998224e+00 -1.999999999999994671e+00 -1.999999999999992450e+00 -1.999999999999992006e+00 -3.682547781676219239e-15 -1.767382615677545787e-15 -1.716447416841822741e-17 1.318730640173845534e-16 2.664535259100375697e-15 5.095267809940261202e-15 1.999999999999998890e+00 1.999999999999999778e+00 2.000000000000000444e+00 2.000000000000003109e+00 4.000000000000000000e+00
1.000000000000000021e-02 -3.998462723717048473e+00 -2.001539941053684935e+00 -1.998461834547261784e+00 -1.998461834547261118e+00 -1.998461834547256233e+00 -3.076921027104884132e-03 2.277559092286173224e-10 2.277573690339928293e-10 2.277641349652765990e-10 1.538461538463562232e-03 1.538461538467133377e-03 1.996924557121572796e+00 2.000000295857966126e+00 2.000000295857966570e+00 2.000000295857967014e+00 3.998462720983936514e+00
2.000000000000000042e-02 -3.996927825262562184e+00 -2.003082842020402765e+00 -1.996924262178149556e+00 -1.996924262178141118e+00 -1.996924262178140674e+00 -6.153829742715721807e-03 1.823466234680761213e-09 1.823466763416589441e-09 1.823476119142418099e-09 3.076923076924152015e-03 3.076923076925535024e-03 1.993852078260236915e+00 2.000001183431602492e+00 2.000001183431602936e+00 2.000001183431604712e+00 3.996927803380811106e+00
2.999999999999999889e-02 -3.995395315665180913e+00 -2.004628704182055188e+00 -1.995387284263675953e+00 -1.995387284263675287e+00 -1.995387284263666183e+00 -9.230713800910006483e-03 6.158936520427493599e-09 6.158937403697082746e-09 6.158946067269141566e-09 4.615384615386050431e-03 4.615384615390057642e-03 1.990782568814288389e+00 2.000002662720121283e+00 2.000002662720122171e+00 2.000002662720122615e+00 3.995395241756912519e+00
4.000000000000000083e-02 -3.993865206023938352e+00 -2.006177528763979367e+00 -1.993850902178572637e+00 -1.993850902178571083e+00 -1.993850902178563533e+00 -1.230756081837869331e-02 1.461020053098286133e-08 1.461020074958952661e-08 1.461020596172420664e-08 6.153846153845786947e-03 6.153846153851227040e-03 1.987716034139697108e+00 2.000004733722216432e+00 2.000004733722217765e+00 2.000004733722218209e+00 3.993865030697345553e+00
5.000000000000000278e-02 -3.992337507508799455e+00 -2.007729316934230290e+00 -1.992315117301255878e+00 -1.992315117301248772e+00 -1.992315117301241667e+00 -1.538435837467089229e-02 2.855750741856403911e-08 2.855750824358116077e-08 2.855751362651570184e-08 7.692307692306632819e-03 7.692307692312132759e-03 1.984652479550178761e+00 2.000007396436053408e+00 2.000007396436054297e+00 2.000007396436054741e+00 3.992337164805961791e+00
5.999999999999999778e-02 -3.990812231361211104e+00 -2.009284069802862227e+00 -1.990779931013865411e+00 -1.990779931013857418e+00 -1.990779931013849868e+00 -1.846109401242168602e-02 4.938534630210339925e-08 4.938534742078302215e-08 4.938535262779923594e-08 9.230769230770451139e-03 9.230769230775179995e-03 1.981591910317321847e+00 2.000010650859278094e+00 2.000010650859279870e+00 2.000010650859279870e+00 3.990811638705306308e+00
7.000000000000000666e-02 -3.989289388894643462e+00 -2.010841788421195098e+00 -1.989245344702245122e+00 -1.989245344702238905e+00 -1.989245344702230023e+00 -2.153775523756884525e-02 7.848244912368892757e-08 7.848245098687207037e-08 7.848245521824117260e-08 1.076923076923161013e-02 1.076923076923678654e-02 1.978534331670663615e+00 2.000014496989021229e+00 2.000014496989021673e+00 2.000014496989021673e+00 3.989288447036570151e+00
8.000000000000000167e-02 -3.987768991495149962e+00 -2.012402473781079060e+00 -1.987711359756001217e+00 -1.987711359755989893e+00 -1.987711359755986340e+00 -2.461432951960196291e-02 1.172417960447464607e-07 1.172417973884217315e-07 1.172417996078980603e-07 1.230769230769312474e-02 1.230769230769793339e-02 1.975479748797816182e+00 2.000018934821886862e+00 2.000018934821887751e+00 2.000018934821888639e+00 3.987767584459533499e+00
8.999999999999999667e-02 -3.986251050621920200e+00 -2.013966126814150659e+00 -1.986177977568446273e+00 -1.986177977568438280e+00 -1.986177977568429620e+00 -2.769080429178227831e-02 1.670606237294950276e-07 1.670606247017287883e-07 1.670606332164494577e-07 1.384615384615519966e-02 1.384615384616001525e-02 1.972428166844554465e+00 2.000023964353967010e+00 2.000023964353967454e+00 2.000023964353968342e+00 3.986249045652507039e+00
1.000000000000000056e-01 -3.984735577807847928e+00 -2.015532748391090756e+00 -1.984645199536665627e+00 -1.984645199536651194e+00 -1.984645199536645865e+00 -3.076716695139092295e-02 2.293404367697752649e-07 2.293404384185272526e-07 2.293404454470944435e-07 1.538461538461681662e-02 1.538461538462096434e-02 1.969379590914937861e+00 2.000029585580834102e+00 2.000029585580834546e+00 2.000029585580835434e+00 3.984732825312295557e+00
1.100000000000000006e-01 -3.983222584660093268e+00 -2.017102339320857585e+00 -1.983113027061492284e+00 -1.983113027061478517e+00 -1.983113027061476297e+00 -3.384340485997006098e-02 3.054870139525287653e-07 3.054870157054931488e-07 3.054870203299323106e-07 1.692307692307881001e-02 1.692307692308260905e-02 1.966334026071395069e+00 2.000035798497545425e+00 2.000035798497546313e+00 2.000035798497546757e+00 3.983218918154121102e+00
1.199999999999999956e-01 -3.981712082860657365e+00 -2.018674900349934020e+00 -1.981581461547526679e+00 -1.981581461547521350e+00 -1.981581461547516243e+00 -3.691950534356314151e-02 3.969104182040004799e-07 3.969104185937117627e-07 3.969104269219130772e-07 1.846153846153836958e-02 1.846153846154379233e-02 1.963291477334853763e+00 2.000042603098644012e+00 2.000042603098644456e+00 2.000042603098644900e+00 3.981707318911584803e+00
1.300000000000000044e-01 -3.980204084166959699e+00 -2.020250432161557974e+00 -1.980050504403154665e+00 -1.980050504403150669e+00 -1.980050504403145339e+00 -3.999545569295692715e-02 5.050249948620613919e-07 5.050249960462223460e-07 5.050250025847749153e-07 2.000000000000153738e-02 2.000000000000563827e-02 1.960251949684837403e+00 2.000049999378155974e+00 2.000049999378156418e+00 2.000049999378156862e+00 3.980198022336613572e+00
1.400000000000000133e-01 -3.978698600412417630e+00 -2.021828935374943459e+00 -1.978520157040544847e+00 -1.978520157040531302e+00 -1.978520157040526639e+00 -4.307124316394039809e-02 6.312493978900413902e-07 6.312494005395989892e-07 6.312494081232456904e-07 2.153846153846328271e-02 2.153846153846820585e-02 1.957215448059570928e+00 2.000057987329597609e+00 2.000057987329598053e+00 2.000057987329598053e+00 3.978691023199402377e+00
1.499999999999999944e-01 -3.977195643507030365e+00 -2.023410410544505211e+00 -1.976990420875638588e+00 -1.976990420875637922e+00 -1.976990420875632148e+00 -4.614685497754811294e-02 7.770065861828054838e-07 7.770065874224006150e-07 7.770065903216047639e-07 2.307692307692073633e-02 2.307692307692944811e-02 1.954181977356093558e+00 2.000066566945975843e+00 2.000066566945976287e+00 2.000066566945976732e+00 3.977186316288355616e+00
1.600000000000000033e-01 -3.975695225437974489e+00 -2.024994858159066435e+00 -1.975461297328229726e+00 -1.975461297328219068e+00 -1.975461297328215737e+00 -4.922227832031733641e-02 9.437238241935135549e-07 9.437238244725018555e-07 9.437238337442493276e-07 2.461538461538513925e-02 2.461538461539159936e-02 1.951151542430376917e+00 2.000075738219779353e+00 2.000075738219780686e+00 2.000075738219781574e+00 3.975683896410037388e+00
1.700000000000000122e-01 -3.974197358270194158e+00 -2.026582278641065660e+00 -1.973932787821863766e+00 -1.973932787821857993e+00 -1.973932787821849111e+00 -5.229750034454205831e-02 1.132832705933952006e-06 1.132832706580060903e-06 1.132832716354125489e-06 2.615384615384774500e-02 2.615384615385177303e-02 1.948124148097424513e+00 2.000085501142995881e+00 2.000085501142996325e+00 2.000085501142997657e+00 3.974183758389124410e+00
1.799999999999999933e-01 -3.972702054147009942e+00 -2.028172672345755601e+00 -1.972404893783958668e+00 -1.972404893783953117e+00 -1.972404893783945123e+00 -5.537250816853589441e-02 1.345769159493534261e-06 1.345769161673970498e-06 1.345769169504449588e-06 2.769230769230923705e-02 2.769230769231335876e-02 1.945099799131403184e+00 2.000095855707097581e+00 2.000095855707099801e+00 2.000095855707100245e+00 3.972685897068337635e+00
1.900000000000000022e-01 -3.971209325290709913e+00 -2.029766039560398028e+00 -1.970877616645743791e+00 -1.970877616645730024e+00 -1.970877616645728914e+00 -5.844728887689454311e-02 1.583973446224971549e-06 1.583973447964133054e-06 1.583973456974349892e-06 2.923076923077066319e-02 2.923076923077603737e-02 1.942078500265728369e+00 2.000106801903057008e+00 2.000106801903057452e+00 2.000106801903058784e+00 3.971190307308404943e+00
2.000000000000000111e-01 -3.969719184003174917e+00 -2.031362380503443088e+00 -1.969350957842281868e+00 -1.969350957842270988e+00 -1.969350957842265437e+00 -6.152182952075024858e-02 1.848890176070372064e-06 1.848890176380829756e-06 1.848890182305097409e-06 3.076923076922944214e-02 3.076923076923563163e-02 1.939060256193203990e+00 2.000118339721332017e+00 2.000118339721332017e+00 2.000118339721332905e+00 3.969696983987989647e+00
2.099999999999999922e-01 -3.968231642666482095e+00 -2.032961695323716178e+00 -1.967824918812497659e+00 -1.967824918812496771e+00 -1.967824918812493662e+00 -6.459611711805512968e-02 2.141968309161788920e-06 2.141968309770595545e-06 2.141968317132113150e-06 3.230769230769128808e-02 3.230769230770026007e-02 1.936045071566124598e+00 2.000130469151880419e+00 2.000130469151880863e+00 2.000130469151880863e+00 3.968205922003646080e+00
