0.000000000000000000e+00 -1.999999999999996891e+00 0.000000000000000000e+00 2.664535259100375697e-15 2.000000000000000000e+00
1.000000000000000056e-01 -1.989999999999997105e+00 -8.673617379884035472e-19 1.776356839400250465e-15 2.010000000000000231e+00
2.000000000000000111e-01 -1.979999999999997318e+00 0.000000000000000000e+00 1.776356839400250465e-15 2.020000000000000018e+00
3.000000000000000444e-01 -1.969999999999997087e+00 0.000000000000000000e+00 2.220446049250313081e-15 2.029999999999999805e+00
4.000000000000000222e-01 -1.959999999999998188e+00 -3.469446951953614189e-18 1.776356839400250465e-15 2.040000000000000480e+00
5.000000000000000000e-01 -1.949999999999997069e+00 0.000000000000000000e+00 1.776356839400250465e-15 2.049999999999999822e+00
6.000000000000000888e-01 -1.939999999999997282e+00 0.000000000000000000e+00 1.776356839400250465e-15 2.059999999999999609e+00
7.000000000000000666e-01 -1.929999999999997051e+00 2.081668171172168513e-17 1.332267629550187849e-15 2.069999999999999840e+00
8.000000000000000444e-01 -1.919999999999997264e+00 -6.938893903907228378e-18 1.776356839400250465e-15 2.080000000000000071e+00
9.000000000000000222e-01 -1.909999999999997033e+00 6.938893903907228378e-18 1.776356839400250465e-15 2.089999999999999858e+00
1.000000000000000000e+00 -1.899999999999997247e+00 0.000000000000000000e+00 1.776356839400250465e-15 2.100000000000000089e+00
1.100000000000000089e+00 -1.889999999999997016e+00 -1.387778780781445676e-17 1.776356839400250465e-15 2.110000000000000320e+00
1.200000000000000178e+00 -1.879999999999997229e+00 -6.938893903907228378e-18 2.220446049250313081e-15 2.120000000000000107e+00
1.300000000000000044e+00 -1.869999999999996998e+00 0.000000000000000000e+00 2.220446049250313081e-15 2.129999999999999893e+00
1.400000000000000133e+00 -1.859999999999997211e+00 2.775557561562891351e-17 1.776356839400250465e-15 2.139999999999999680e+00
1.500000000000000000e+00 -1.849999999999996980e+00 0.000000000000000000e+00 1.776356839400250465e-15 2.149999999999999911e+00
1.600000000000000089e+00 -1.839999999999997193e+00 1.387778780781445676e-17 2.220446049250313081e-15 2.160000000000000142e+00
1.700000000000000178e+00 -1.829999999999997851e+00 2.775557561562891351e-17 2.220446049250313081e-15 2.170000000000000373e+00
1.800000000000000044e+00 -1.819999999999997176e+00 0.000000000000000000e+00 1.332267629550187849e-15 2.180000000000000160e+00
1.900000000000000133e+00 -1.809999999999996945e+00 0.000000000000000000e+00 2.220446049250313081e-15 2.190000000000000391e+00
