0.000000000000000000e+00 -5.999999999999994671e+00 -4.000000000000015099e+00 -4.000000000000010658e+00 -3.999999999999997335e+00 -3.999999999999989786e+00 -3.999999999999985789e+00 -3.999999999999985345e+00 -2.000000000000013767e+00 -2.000000000000007550e+00 -2.000000000000006217e+00 -2.000000000000004885e+00 -2.000000000000003109e+00 -2.000000000000000444e+00 -1.999999999999998890e+00 -1.999999999999994893e+00 -1.999999999999993339e+00 -1.999999999999993117e+00 -1.999999999999992673e+00 -1.999999999999991784e+00 -1.999999999999991118e+00 -1.999999999999985789e+00 -1.999999999999982236e+00 -1.054480107209972398e-14 -8.835896152988454949e-15 -6.986031240219008512e-15 -2.810751252572363334e-15 -5.042718239414008035e-16 -4.303696450087986043e-16 -8.183449164300941379e-17 -5.453103180315018606e-17 4.752055022373133675e-18 2.096850660959021479e-16 7.206068104617820864e-16 1.648977959662401254e-15 2.789849627557450207e-15 3.302643742458639309e-15 3.537132649744942599e-15 3.814101399496654615e-15 4.790487625213892437e-15 5.911621321999754667e-15 7.105427357601001859e-15 9.985024489671522923e-15 1.999999999999995115e+00 1.999999999999996891e+00 1.999999999999997780e+00 1.999999999999998002e+00 1.999999999999998446e+00 1.999999999999999112e+00 1.999999999999999556e+00 2.000000000000000000e+00 2.000000000000001332e+00 2.000000000000001776e+00 2.000000000000001776e+00 2.000000000000002220e+00 2.000000000000003553e+00 2.000000000000006661e+00 2.000000000000008882e+00 3.999999999999998668e+00 3.999999999999999112e+00 3.999999999999999556e+00 4.000000000000000000e+00 4.000000000000000888e+00 4.000000000000001776e+00 6.000000000000000888e+00
1.000000000000000056e-01 -5.992861230812351891e+00 -3.996799172812286471e+00 -3.996431656142386046e+00 -3.996430424026604644e+00 -3.996340846275710845e+00 -3.995068101160026863e+00 -3.993231864729046787e+00 -2.000269429959680156e+00 -2.000269083159548433e+00 -2.000129690973275309e+00 -1.999916108247189461e+00 -1.999915064261609698e+00 -1.999625864434391165e+00 -1.998930623953626862e+00 -1.998930243609485569e+00 -1.998468989800739726e+00 -1.998075030645212857e+00 -1.998032862140513899e+00 -1.998032172522866023e+00 -1.997241178019026675e+00 -1.995896590793642567e+00 -1.994858932934888252e+00 -3.286446775788621003e-03 -3.286429935459719235e-03 -3.272206617103555048e-03 -3.272193499655947756e-03 -3.140148463643108439e-03 -2.468279723721577331e-03 -2.468277328984968232e-03 -2.277911821792168688e-03 -2.142857025175703718e-03 -2.142853969347187706e-03 -1.337391618836226460e-03 -1.013473794672348303e-03 -1.013470032486448900e-03 -8.447810315537103432e-04 -6.738964688013344495e-04 -6.738946359151368149e-04 -3.025024796795561244e-04 4.224929388675752705e-04 2.133863230005261097e-03 2.489232423845355591e-03 1.994017279252835673e+00 1.994017634761545255e+00 1.994157280207258243e+00 1.994373011217106084e+00 1.994374045429715192e+00 1.994663029065856907e+00 1.995358818355129182e+00 1.995359193774068007e+00 1.995819348639471968e+00 1.996211952076728080e+00 1.996254606577756441e+00 1.996255293210991377e+00 1.997049017795064385e+00 1.998394646362765759e+00 1.999429566843088146e+00 3.991775444589332977e+00 3.992144715444815084e+00 3.992145939586662529e+00 3.992236993637252152e+00 3.993509673286074868e+00 3.995346439517528658e+00 5.990004086984435538e+00
2.000000000000000111e-01 -5.985730662886711073e+00 -3.993601549038193532e+00 -3.992869503928861974e+00 -3.992864552432903835e+00 -3.992688115684654537e+00 -3.990142569754765667e+00 -3.986470638797881882e+00 -2.000540204623415086e+00 -2.000538832843023584e+00 -2.000260629553713976e+00 -1.999836670922187087e+00 -1.999832469356894959e+00 -1.999254908990087731e+00 -1.997865367917915469e+00 -1.997863834533923688e+00 -1.996940609186084181e+00 -1.996151326413929006e+00 -1.996068174836905351e+00 -1.996065406498341410e+00 -1.994486861925190091e+00 -1.991798736097318612e+00 -1.989720686270770589e+00 -6.573188991920195928e-03 -6.573055890723537853e-03 -6.544201972595051729e-03 -6.544098722013107217e-03 -6.280268488941134417e-03 -4.936568951540886568e-03 -4.936549740008680347e-03 -4.555810178513126571e-03 -4.285713341341769109e-03 -4.285688825465512955e-03 -2.674778911731953875e-03 -2.026956806970659462e-03 -2.026926623692456696e-03 -1.689551012889794340e-03 -1.347794436818025143e-03 -1.347779731725205288e-03 -6.050215764312576183e-04 8.449747569152440962e-04 4.267686661013995846e-03 4.978451218450360288e-03 1.988035192133886353e+00 1.988036633772377826e+00 1.988315833822912992e+00 1.988748417387644629e+00 1.988752540546858016e+00 1.989329254614414122e+00 1.990721004003643380e+00 1.990722497873441243e+00 1.991641331063046527e+00 1.992425183058644356e+00 1.992510287571149119e+00 1.992513031964706860e+00 1.994102518414918812e+00 1.996794815592600969e+00 1.998861900223612320e+00 3.983554082060404511e+00 3.984293169622822539e+00 3.984298057145619243e+00 3.984480423327527721e+00 3.987025707186080403e+00 3.990699760433169985e+00 5.980016369384030028e+00
3.000000000000000444e-01 -5.978608334388398227e+00 -3.990407148311862606e+00 -3.989313576825195273e+00 -3.989302383953123421e+00 -3.989041829008120654e+00 -3.985223436520801688e+00 -3.979716365980794368e+00 -2.000812320479242068e+00 -2.000809268736429392e+00 -2.000392808166215897e+00 -1.999761709416443711e+00 -1.999752197937892939e+00 -1.998887139055158579e+00 -1.996804254402267276e+00 -1.996800777229360557e+00 -1.995414867393612512e+00 -1.994228885657184369e+00 -1.994105951122757237e+00 -1.994099700172819123e+00 -1.991737082674520432e+00 -1.987706475717111232e+00 -1.984585299234040034e+00 -9.860506324020083119e-03 -9.860066440470152335e-03 -9.815782131878982020e-03 -9.815443182425909532e-03 -9.420331346874956380e-03 -7.404877283098880957e-03 -7.404812265579182110e-03 -6.833681462820772462e-03 -6.428568230764091819e-03 -6.428485256884901647e-03 -4.012157508372920720e-03 -3.040458350700135821e-03 -3.040356192544758050e-03 -2.534298776072922005e-03 -2.021695419133890791e-03 -2.021645647395391501e-03 -9.075740816157380070e-04 1.267434216418395800e-03 6.401430076165009683e-03 7.467642608025871001e-03 1.982053725109747866e+00 1.982057013242271903e+00 1.982475679342782904e+00 1.983126255850424569e+00 1.983135501959129687e+00 1.983998698570430763e+00 1.986086581590004174e+00 1.986089925021890634e+00 1.987465960752691219e+00 1.988639705204439778e+00 1.988767054338640872e+00 1.988773224234802184e+00 1.991160509511092469e+00 1.995200515520062945e+00 1.998296984935708620e+00 3.975335921399714145e+00 3.976445395978529085e+00 3.976456372328852851e+00 3.976730322918356375e+00 3.980548125545397831e+00 3.986059978286228489e+00 5.970036879456521284e+00
4.000000000000000222e-01 -5.971494283667017733e+00 -3.987215990785577979e+00 -3.985763908485333129e+00 -3.985743917268532943e+00 -3.985402006854300350e+00 -3.980310732321288292e+00 -3.972969090368735579e+00 -2.001085774321844646e+00 -2.001080410898351758e+00 -2.000526219143448525e+00 -1.999691245140791551e+00 -1.999674232270018726e+00 -1.998522559953035849e+00 -1.995747306006762756e+00 -1.995741076187760754e+00 -1.993891773723262650e+00 -1.992307706580890958e+00 -1.992146204092048123e+00 -1.992135051872242268e+00 -1.988991871439434345e+00 -1.983619849764555410e+00 -1.979452811425037151e+00 -1.314864835633921918e-02 -1.314763488361161102e-02 -1.308675834524882474e-02 -1.308598447445546813e-02 -1.256030799633866581e-02 -9.873214419082237611e-03 -9.873059885685583903e-03 -9.111511910182615998e-03 -8.571420964951401503e-03 -8.571223736575744184e-03 -5.349522990621891592e-03 -4.053987844799204765e-03 -4.053745005583874600e-03 -3.379013022233950947e-03 -2.695600948388922335e-03 -2.695482633247036752e-03 -1.210176977968286521e-03 1.689859951011856223e-03 8.535052799382939620e-03 9.956792652529904142e-03 1.976072864684167651e+00 1.976078789854727624e+00 1.976636835465650721e+00 1.977506564179599025e+00 1.977522946251893288e+00 1.978671382989917626e+00 1.981455576025567433e+00 1.981461487924975007e+00 1.983293251302770122e+00 1.984855530748633745e+00 1.985024918494038504e+00 1.985035878009450583e+00 1.988222998685396758e+00 1.993611753915361273e+00 1.997734805519559398e+00 3.967120971979888555e+00 3.968601428291950395e+00 3.968620904821906770e+00 3.968986726255208097e+00 3.974076952259676609e+00 3.981427108610372301e+00 5.960065649577698466e+00
5.000000000000000000e-01 -5.964388549256763206e+00 -3.984028097141523173e+00 -3.982220532751426845e+00 -3.982189151010514294e+00 -3.981768669646993164e+00 -3.975404488145292348e+00 -3.966228856371487144e+00 -2.001360563277087667e+00 -2.001352279751324126e+00 -2.000660854726468596e+00 -1.999625299520401800e+00 -1.999598554228059877e+00 -1.998161176939452721e+00 -1.994694545421187071e+00 -1.994684735938012654e+00 -1.992371337537619302e+00 -1.990387787253524277e+00 -1.990188946895508737e+00 -1.990171459997951642e+00 -1.986251259610003483e+00 -1.979538898658960600e+00 -1.974323262822546887e+00 -1.643782683241856724e-02 -1.643591387273071747e-02 -1.635696246120618008e-02 -1.635551797000354621e-02 -1.570016908990204060e-02 -1.234159015759483773e-02 -1.234128752957597275e-02 -1.138928759664966511e-02 -1.071427080322387600e-02 -1.071388452275237602e-02 -6.686870893220018056e-03 -5.067554813573368552e-03 -5.067079177135727468e-03 -4.223682318728190846e-03 -3.369512575049325720e-03 -3.369280829312576615e-03 -1.512847440951451891e-03 2.112240464492771974e-03 1.066851369166395454e-02 1.244588724271476245e-02 1.970092597409810242e+00 1.970101980762387850e+00 1.970799321094952594e+00 1.971889380184420837e+00 1.971914889989538455e+00 1.973347330062353855e+00 1.976828012491681053e+00 1.976837199269666057e+00 1.979123216421570408e+00 1.981072671890427017e+00 1.981283891917328566e+00 1.981301001293657826e+00 1.985289993489035343e+00 1.992028538487371048e+00 1.997175346257463513e+00 3.958909243564944003e+00 3.960761300680561980e+00 3.960791674344275037e+00 3.961249667183099010e+00 3.967612211274813561e+00 3.976801166933257914e+00 5.950102712241825742e+00
6.000000000000000888e-01 -5.957291169876680392e+00 -3.980843488603718949e+00 -3.978683483653825181e+00 -3.978638083764144628e+00 -3.978141837613612619e+00 -3.970504735107102778e+00 -3.959495708719832585e+00 -2.001636684828302037e+00 -2.001624896071538817e+00 -2.000796707065579660e+00 -1.999563893989484864e+00 -1.999525145292292860e+00 -1.997802995199315701e+00 -1.993645995424000006e+00 -1.993631761046935402e+00 -1.990853568262194173e+00 -1.988469125614417132e+00 -1.988234192736518358e+00 -1.988208923022440677e+00 -1.983515278795221271e+00 -1.975463663129729097e+00 -1.969196693788336949e+00 -1.972821458716687848e-02 -1.972503302703973102e-02 -1.962624935718564750e-02 -1.962387783693836721e-02 -1.883988497981040067e-02 -1.481001439037792945e-02 -1.480949007758785956e-02 -1.366699443661910374e-02 -1.285711699125135186e-02 -1.285644765976700840e-02 -8.024196704521490559e-03 -6.081168886892186071e-03 -6.080344669511940359e-03 -5.068295096235481828e-03 -4.043431867690829018e-03 -4.043030264672801445e-03 -1.815602840121516987e-03 2.534564129604240101e-03 1.280177114733498968e-02 1.493491209505228880e-02 1.964112909899500270e+00 1.964126603582836417e+00 1.964963155340619938e+00 1.966274741909066259e+00 1.966311349716818091e+00 1.968026562112943800e+00 1.972203916442820670e+00 1.972217071723972648e+00 1.974955869932835562e+00 1.977291140782329704e+00 1.977543986765855744e+00 1.977568602111502205e+00 1.982361501421705530e+00 1.990450876882598141e+00 1.996618591169864843e+00 3.950700746315563006e+00 3.952925047601420605e+00 3.952968700649805989e+00 3.953519179548072859e+00 3.961153926586919560e+00 3.972182168776130951e+00 5.940148100062057068e+00
7.000000000000000666e-01 -5.950202184430956720e+00 -3.977662186950181589e+00 -3.975152795411037054e+00 -3.975090714072400555e+00 -3.974521530772424427e+00 -3.965611504445504920e+00 -3.952769692467738238e+00 -2.001914136844448855e+00 -2.001898280976774025e+00 -2.000933768221448084e+00 -1.999507049985699281e+00 -1.999453986544721396e+00 -1.997448019843487188e+00 -1.992601678881269045e+00 -1.992582156120307646e+00 -1.989338475385680205e+00 -1.986551719482738232e+00 -1.986281954866431887e+00 -1.986247439484984501e+00 -1.980783960824257450e+00 -1.971394184218684398e+00 -1.964073145071760340e+00 -2.301994911015858153e-02 -2.301509910341406964e-02 -2.289449681293400513e-02 -2.289093342462275235e-02 -2.197942572425748420e-02 -1.727849709890377089e-02 -1.727766236305600459e-02 -1.594461818054159971e-02 -1.499995875952677728e-02 -1.499889297908047793e-02 -9.361495867266138304e-03 -7.094839800375476319e-03 -7.093527293271285374e-03 -5.912839645798511484e-03 -4.717360413281886447e-03 -4.716720856812485312e-03 -2.118460740485994531e-03 2.956819186810122346e-03 1.493478309030467355e-02 1.742385274653209318e-02 1.958133788836964984e+00 1.958152676394766312e+00 1.959128357521062735e+00 1.960662687632572565e+00 1.960712341960171079e+00 1.962709101604931616e+00 1.967583313609743367e+00 1.967601117936566224e+00 1.970791225777301481e+00 1.973510949518573421e+00 1.973805215485817000e+00 1.973838688508290806e+00 1.979437529930672124e+00 1.988878776684150473e+00 1.996064524011264218e+00 3.942495490794408752e+00 3.945092703853538829e+00 3.945152003527122364e+00 3.945795297198591456e+00 3.954702122242305773e+00 3.967570129653436695e+00 5.930201845770850966e+00
8.000000000000000444e-01 -5.943121632009185973e+00 -3.974484214525261461e+00 -3.971628502429682683e+00 -3.971547040441055554e+00 -3.970907768918920056e+00 -3.960724827523018021e+00 -3.946050852994513747e+00 -2.002192917610296607e+00 -2.002172455912390348e+00 -2.001072030166473503e+00 -1.999454788944271089e+00 -1.999385058665438253e+00 -1.997096255905485229e+00 -1.991561618745552931e+00 -1.991535925803914697e+00 -1.987826068460195827e+00 -1.984635566567248821e+00 -1.984332246579307180e+00 -1.984287007987169504e+00 -1.978057337747709532e+00 -1.967330503282401999e+00 -1.958952657814425180e+00 -2.631313832499850708e-02 -2.630619790810319672e-02 -2.616160364365077359e-02 -2.615658343272760436e-02 -2.511876109389693523e-02 -1.974704835031242806e-02 -1.974579917429305359e-02 -1.822214441261255091e-02 -1.714279532180543186e-02 -1.714120010028554603e-02 -1.069876377937776721e-02 -8.108577395563025536e-03 -8.106612707512303104e-03 -6.757304115782437892e-03 -5.391299817470366143e-03 -5.390342410974571438e-03 -2.421438903856576105e-03 3.378993743061014035e-03 1.706750697028834238e-02 1.991269454932826852e-02 1.952155220987106254e+00 1.952180217734494461e+00 1.953294947165316486e+00 1.955053255868835382e+00 1.955117883229038567e+00 1.957394971141961371e+00 1.962966230002692436e+00 1.962989350536415323e+00 1.966629298014251681e+00 1.969732110123286972e+00 1.970067590824127191e+00 1.970111268552664496e+00 1.976518086409847275e+00 1.987312245410682632e+00 1.995513128266098501e+00 3.934293487971461278e+00 3.937264304580419871e+00 3.937341602800081830e+00 3.938078053986830085e+00 3.948256822337471661e+00 3.962965065072427073e+00 5.920263982220420829e+00
9.000000000000000222e-01 -5.936049551886577902e+00 -3.971309594252196096e+00 -3.968110639304407883e+00 -3.968007061344403397e+00 -3.967300571611241278e+00 -3.955844735825106540e+00 -3.939339236007034728e+00 -2.002473025858760192e+00 -2.002447442635219677e+00 -2.001211484786459938e+00 -1.999407132291806999e+00 -1.999318341929126719e+00 -1.996747708338093119e+00 -1.990525838054729046e+00 -1.990493074784603911e+00 -1.986316357101496566e+00 -1.982720664476909311e+00 -1.982385081205903621e+00 -1.982327627188294139e+00 -1.975335441838845130e+00 -1.963272661994556856e+00 -1.953835273554918928e+00 -2.960786675886702482e-02 -2.959839710638445184e-02 -2.942748693537207416e-02 -2.942074968953857853e-02 -2.825786057860442749e-02 -2.221567829321150628e-02 -2.221389525664449818e-02 -2.049955854842001532e-02 -1.928562587347924448e-02 -1.928334843223159303e-02 -1.203599579481428282e-02 -9.122391620065783968e-03 -9.119586420222836401e-03 -7.601676508775991742e-03 -6.065251704879448882e-03 -6.063884619514983004e-03 -2.724555290203647603e-03 3.801075770545558896e-03 1.919989975902488752e-02 2.240142266532589230e-02 1.946177193205776090e+00 1.946209246592800701e+00 1.947462944015324160e+00 1.949446485366721493e+00 1.949527990017150714e+00 1.952084193470489781e+00 1.958352691914601262e+00 1.958381782132417648e+00 1.962470100823065611e+00 1.965954634538422674e+00 1.966331125840601546e+00 1.966386350338639399e+00 1.973603178198836794e+00 1.985751290515314516e+00 1.994964387144489315e+00 3.926094749229375847e+00 3.929439885272787869e+00 3.929537518328217516e+00 3.930367483769883208e+00 3.941818051019089886e+00 3.958366990532742768e+00 5.910334542383152368e+00
